"Date","Close"
"2013-08-27","  122.62"
"2013-08-28","  122.39"
"2013-08-29","  133.49"
"2013-08-30","  135.35"
"2013-08-31","  138.34"
"2013-09-01","  135.85"
"2013-09-02","  136.77"
"2013-09-03","  126.74"
"2013-09-04","  126.43"
"2013-09-05","  119.15"
"2013-09-06","  124.15"
"2013-09-07","  121.66"
"2013-09-08","  127.11"
"2013-09-09","  125.91"
"2013-09-10","  135.25"
"2013-09-11","  133.13"
"2013-09-12","  134.98"
"2013-09-13","  129.22"
"2013-09-14","  130.37"
"2013-09-15","  131.72"
"2013-09-16","  131.66"
"2013-09-17","  131.47"
"2013-09-18","  129.65"
"2013-09-19","  127.04"
"2013-09-20","  127.43"
"2013-09-21","  129.12"
"2013-09-22","  125.95"
"2013-09-23","  127.25"
"2013-09-24","  128.22"
"2013-09-25","  128.38"
"2013-09-26","  133.78"
"2013-09-27","  134.78"
"2013-09-28","  137.34"
"2013-09-29","  133.00"
"2013-09-30","  132.18"
"2013-10-01","  114.13"
"2013-10-02","  123.63"
"2013-10-03","  129.01"
"2013-10-04","  128.55"
"2013-10-05","  129.00"
"2013-10-06","  126.94"
"2013-10-07","  126.00"
"2013-10-08","  130.69"
"2013-10-09","  130.59"
"2013-10-10","  130.90"
"2013-10-11","  135.19"
"2013-10-12","  138.13"
"2013-10-13","  140.52"
"2013-10-14","  145.24"
"2013-10-15","  142.55"
"2013-10-16","  146.25"
"2013-10-17","  155.96"
"2013-10-18","  172.42"
"2013-10-19","  174.61"
"2013-10-20","  182.21"
"2013-10-21","  193.76"
"2013-10-22","  213.62"
"2013-10-23","  198.23"
"2013-10-24","  186.69"
"2013-10-25","  177.32"
"2013-10-26","  196.44"
"2013-10-27","  198.55"
"2013-10-28","  204.39"
"2013-10-29","  199.97"
"2013-10-30","  204.00"
"2013-10-31","  206.18"
"2013-11-01","  206.22"
"2013-11-02","  215.05"
"2013-11-03","  229.10"
"2013-11-04","  245.24"
"2013-11-05","  262.50"
"2013-11-06","  296.41"
"2013-11-07","  338.11"
"2013-11-08","  339.11"
"2013-11-09","  326.62"
"2013-11-10","  342.44"
"2013-11-11","  360.33"
"2013-11-12","  407.37"
"2013-11-13","  420.20"
"2013-11-14","  417.95"
"2013-11-15","  440.22"
"2013-11-16","  492.11"
"2013-11-17","  703.56"
"2013-11-18","  584.61"
"2013-11-19","  590.83"
"2013-11-20","  722.43"
"2013-11-21","  771.44"
"2013-11-22","  797.82"
"2013-11-23","  774.25"
"2013-11-24","  799.11"
"2013-11-25","  928.10"
"2013-11-26"," 1001.96"
"2013-11-27"," 1031.95"
"2013-11-28"," 1131.97"
"2013-11-29"," 1129.43"
"2013-11-30","  955.85"
"2013-12-01"," 1043.33"
"2013-12-02"," 1078.28"
"2013-12-03"," 1151.17"
"2013-12-04"," 1045.11"
"2013-12-05","  829.45"
"2013-12-06","  698.23"
"2013-12-07","  795.87"
"2013-12-08","  893.19"
"2013-12-09","  988.51"
"2013-12-10","  878.48"
"2013-12-11","  873.26"
"2013-12-12","  892.58"
"2013-12-13","  872.60"
"2013-12-14","  876.12"
"2013-12-15","  705.97"
"2013-12-16","  682.12"
"2013-12-17","  522.70"
"2013-12-18","  691.96"
"2013-12-19","  625.32"
"2013-12-20","  605.66"
"2013-12-21","  617.18"
"2013-12-22","  673.41"
"2013-12-23","  665.58"
"2013-12-24","  682.21"
"2013-12-25","  761.98"
"2013-12-26","  735.07"
"2013-12-27","  727.83"
"2013-12-28","  745.05"
"2013-12-29","  756.13"
"2013-12-30","  754.01"
"2013-12-31","  771.40"
"2014-01-01","  802.39"
"2014-01-02","  818.72"
"2014-01-03","  859.51"
"2014-01-04","  933.53"
"2014-01-05","  953.29"
"2014-01-06","  802.00"
"2014-01-07","  842.72"
"2014-01-08","  846.86"
"2014-01-09","  868.48"
"2014-01-10","  913.95"
"2014-01-11","  863.22"
"2014-01-12","  841.20"
"2014-01-13","  833.27"
"2014-01-14","  860.90"
"2014-01-15","  835.63"
"2014-01-16","  814.64"
"2014-01-17","  840.00"
"2014-01-18","  870.96"
"2014-01-19","  870.20"
"2014-01-20","  863.91"
"2014-01-21","  845.59"
"2014-01-22","  822.04"
"2014-01-23","  797.07"
"2014-01-24","  853.61"
"2014-01-25","  885.28"
"2014-01-26","  771.39"
"2014-01-27","  812.51"
"2014-01-28","  826.00"
"2014-01-29","  819.03"
"2014-01-30","  829.92"
"2014-01-31","  832.58"
"2014-02-01","  825.37"
"2014-02-02","  823.83"
